verdict_1,verdict_2,domain,source
תפ_24302-05-16,תפ_741-01-16,weapon,external_cocite
תפ_1219-06-23,תפ_17393-10-17,weapon,external_cocite
תפ_12035-06-20,תפ_33774-05-23,weapon,external_cocite
תפ_17137-11-21,תפ_20068-10-22,weapon,external_cocite
תפ_28659-02-14,תפ_7166-09-15,weapon,external_cocite
תפ_34242-02-16,תפ_64845-06-16,weapon,external_cocite
תפ_37701-05-13,תפ_52390-06-19,weapon,external_cocite
תפ_56792-09-17,תפ_65958-12-15,weapon,external_cocite
תפ_10552-11-21,תפ_63355-02-23,weapon,external_cocite
תפ_43271-05-21,תפ_50334-03-20,weapon,external_cocite
תפ_24361-06-21,תפ_3197-06-22,weapon,external_cocite
תפ_15802-04-22,תפ_58773-08-21,weapon,external_cocite
תפ_11740-01-22,תפ_4612-07-22,weapon,external_cocite
תפ_1316-04-19,תפ_16161-04-21,weapon,external_cocite
תפ_1139-06-23,תפ_34694-09-21,weapon,external_cocite
תפ_1219-06-23,תפ_28662-02-15,weapon,external_cocite
תפ_35121-09-22,תפ_3661-11-23,weapon,external_cocite
תפ_28675-02-12,תפ_31218-10-14,weapon,external_cocite
תפ_12035-06-20,תפ_57996-05-20,weapon,external_cocite
תפ_5275-07-21,תפ_60765-03-22,weapon,external_cocite
תפ_30867-06-22,תפ_52126-11-23,weapon,external_cocite
תפ_35431-03-21,תפ_40536-10-20,weapon,external_cocite
תפ_1139-06-23,תפ_1641-04-19,weapon,external_cocite
תפ_47161-08-17,תפ_68389-07-20,weapon,external_cocite
תפ_62301-07-22,תפח_49705-06-20,weapon,external_cocite
תפ_14786-08-19,תפח_56363-07-20,weapon,external_cocite
תפ_32775-09-23,תפ_3468-11-23,weapon,external_cocite
תפ_17030-02-22,תפ_56677-02-23,weapon,external_cocite
תפ_11734-06-22,תפ_48354-10-23,weapon,external_cocite
תפ_23071-12-22,תפ_48621-05-22,weapon,external_cocite
תפ_3468-11-23,תפ_46546-02-21,weapon,external_cocite
תפ_50334-03-20,תפח_10037-11-22,weapon,external_cocite
תפ_1363-04-22,תפ_19272-12-19,weapon,external_cocite
תפ_28662-02-15,תפ_37386-11-13,weapon,external_cocite
תפ_28486-11-15,תפ_29898-02-14,weapon,external_cocite
תפ_2101-10-19,תפ_53377-09-22,weapon,external_cocite
תפ_22588-03-22,תפ_51296-08-21,weapon,external_cocite
תפ_52455-07-12,תפ_64581-08-23,weapon,external_cocite
תפ_57474-03-19,תפ_57628-05-17,weapon,external_cocite
תפ_15567-10-16,תפ_65958-12-15,weapon,external_cocite
תפ_21696-04-20,תפ_28100-07-20,weapon,external_cocite
תפ_10686-05-20,תפ_24361-06-21,weapon,external_cocite
תפ_16506-10-14,תפ_40188-07-13,weapon,external_cocite
תפ_68697-07-20,תפ_70166-03-23,weapon,external_cocite
תפ_37091-02-18,תפ_53715-12-15,weapon,external_cocite
תפ_52223-10-23,תפ_69925-03-23,weapon,external_cocite
תפ_21009-03-15,תפ_60581-11-15,weapon,external_cocite
תפ_11953-01-13,תפ_16047-09-14,weapon,external_cocite
תפ_45561-07-21,תפ_59796-01-22,weapon,external_cocite
תפ_38135-04-15,תפ_45465-11-15,weapon,external_cocite
תפ_1641-04-19,תפ_22405-05-23,weapon,external_cocite
תפ_11799-09-13,תפ_5013-12,weapon,external_cocite
תפ_18210-05-23,תפ_49685-01-24,weapon,external_cocite
תפ_12540-12-18,תפ_60792-07-18,weapon,external_cocite
תפ_1178-06-21,תפ_26164-01-21,weapon,external_cocite
תפ_22417-12-21,תפ_54852-03-21,weapon,external_cocite
תפ_14684-07-24,תפ_20997-02-24,weapon,external_cocite
תפ_26702-01-23,תפ_27619-07-22,weapon,external_cocite
תפ_15567-10-16,תפ_27625-02-21,weapon,external_cocite
תפ_42995-04-18,תפ_53715-12-15,weapon,external_cocite
תפ_49203-01-22,תפ_54719-09-20,weapon,external_cocite
תפ_1108-09,תפ_7774-03-23,weapon,external_cocite
תפ_1203-08-19,תפ_28100-07-20,weapon,external_cocite
תפ_25631-03-22,תפ_38550-12-23,weapon,external_cocite
תפ_10180-01-24,תפ_17378-04-24,weapon,external_cocite
תפ_398-09-16,תפ_46737-07-22,weapon,external_cocite
תפ_14308-10-13,תפ_27277-01-15,weapon,external_cocite
תפ_35361-05-23,תפ_65378-12-19,weapon,external_cocite
תפ_17916-05-19,תפ_6968-02-22,weapon,external_cocite
תפ_1316-04-19,תפ_45713-07-17,weapon,external_cocite
תפ_12401-05-22,תפח_15217-03-19,weapon,external_cocite
תפ_26859-10-15,תפ_31249-06-14,weapon,external_cocite
תפ_12543-08-23,תפ_6968-01-24,weapon,external_cocite
תפ_37083-11-14,תפ_45971-11-13,weapon,external_cocite
תפ_21064-04-23,תפ_32907-12-20,weapon,external_cocite
תפ_27277-01-15,תפ_52101-02-15,weapon,external_cocite
תפ_17057-08-20,תפ_21029-10-19,weapon,external_cocite
תפ_28662-02-15,תפ_60257-12-23,weapon,external_cocite
תפ_15772-11-19,תפ_28148-07-20,weapon,external_cocite
תפ_1579-04-23,תפ_25546-11-23,weapon,external_cocite
תפ_52077-12-20,תפח_17865-11-21,weapon,external_cocite
תפ_12466-10-21,תפ_35431-03-21,weapon,external_cocite
תפ_24361-06-21,תפ_52782-09-22,weapon,external_cocite
תפ_27780-05-15,תפ_64845-06-16,weapon,external_cocite
תפ_45965-07-16,תפ_5037-10-16,weapon,external_cocite
תפ_43009-08-20,תפח_12968-10-12,weapon,external_cocite
תפ_41326-11-15,תפ_54615-03-16,weapon,external_cocite
תפ_57707-05-20,תפ_7089-08-23,weapon,external_cocite
תפ_9693-11-14,תפח_18488-12-15,weapon,external_cocite
תפ_21029-10-19,תפ_25639-03-21,weapon,external_cocite
תפ_28624-07-24,תפ_3013-04-18,weapon,external_cocite
תפ_27619-07-22,תפ_45339-12-20,weapon,external_cocite
תפ_18449-04-23,תפ_4133-01-20,weapon,external_cocite
תפ_395-05-17,תפ_52455-07-12,weapon,external_cocite
תפ_24822-01-21,תפ_27050-03-20,weapon,external_cocite
תפ_24822-01-21,תפ_52782-09-22,weapon,external_cocite
תפ_50148-01-14,תפ_54202-01-23,weapon,external_cocite
תפ_35007-04-13,תפ_47766-07-12,weapon,external_cocite
תפ_23328-12-22,תפ_26164-01-21,weapon,external_cocite
תפ_37387-04-18,תפ_45561-04-17,weapon,external_cocite
תפ_33774-05-23,תפ_3661-11-23,weapon,external_cocite
תפ_20770-11-22,תפ_52077-12-20,weapon,external_cocite
תפ_21594-06-16,תפ_70373-03-23,weapon,external_cocite
תפ_12401-05-22,תפ_63489-07-24,weapon,external_cocite
תפ_35512-06-17,תפ_49079-07-16,weapon,external_cocite
תפ_20733-12-22,תפ_54719-09-20,weapon,external_cocite
תפ_18449-04-23,תפ_41242-02-17,weapon,external_cocite
תפ_24906-07-16,תפ_46833-10-10,weapon,external_cocite
תפ_32882-09-21,תפ_4734-12-22,weapon,external_cocite
תפ_21139-04-17,תפ_59422-07-14,weapon,external_cocite
תפ_31962-08-23,תפ_52322-10-23,weapon,external_cocite
תפ_26552-06-23,תפ_43009-08-20,weapon,external_cocite
תפ_45965-07-16,תפ_50148-01-14,weapon,external_cocite
תפ_10205-08-21,תפ_46250-11-21,weapon,external_cocite
תפ_42991-05-16,תפ_63000-01-18,weapon,external_cocite
תפ_10938-11-23,תפ_18449-04-23,weapon,external_cocite
תפ_12743-08-22,תפ_41728-10-23,weapon,external_cocite
תפ_20733-12-22,תפ_49021-11-21,weapon,external_cocite
תפ_12028-05-22,תפ_52077-12-20,weapon,external_cocite
תפ_31962-08-23,תפ_7089-08-23,weapon,external_cocite
תפ_1579-04-23,תפ_3661-11-23,weapon,external_cocite
תפ_13995-12-22,תפ_32882-09-21,weapon,external_cocite
תפ_66319-05-20,תפ_7108-02-16,weapon,external_cocite
תפ_1108-09,תפ_57965-03-15,weapon,external_cocite
תפ_38550-12-23,תפ_64119-05-21,weapon,external_cocite
תפ_3661-11-23,תפ_66150-06-22,weapon,external_cocite
תפ_43271-05-21,תפ_50477-12-22,weapon,external_cocite
תפ_21029-10-19,תפ_52091-02-20,weapon,external_cocite
תפ_17916-05-19,תפ_3670-10-13,weapon,external_cocite
תפ_41728-10-23,תפ_45138-08-24,weapon,external_cocite
תפ_24361-06-21,תפ_40056-02-22,weapon,external_cocite
תפ_26164-01-21,תפ_63303-06-22,weapon,external_cocite
תפ_23416-08-24,תפ_54132-03-21,weapon,external_cocite
תפ_21594-06-16,תפ_57283-05-21,weapon,external_cocite
תפ_38886-12-22,תפ_4612-07-22,weapon,external_cocite
תפ_1094-05-15,תפ_37065-10-15,weapon,external_cocite
תפ_30015-07-16,תפ_37091-02-18,weapon,external_cocite
תפ_20068-10-22,תפ_53669-03-22,weapon,external_cocite
תפ_28332-02-21,תפ_64140-11-18,weapon,external_cocite
תפ_30617-02-22,תפ_45561-07-21,weapon,external_cocite
תפ_57996-05-20,תפ_69110-11-20,weapon,external_cocite
תפ_58701-01-20,תפ_8450-07-12,weapon,external_cocite
תפ_12615-11-21,תפ_33025-04-22,weapon,external_cocite
תפ_45597-05-15,תפ_6968-02-22,weapon,external_cocite
תפ_46929-01-22,תפ_6832-11-23,weapon,external_cocite
תפ_32883-03-22,תפ_69941-03-23,weapon,external_cocite
תפ_1316-04-19,תפ_7544-11-16,weapon,external_cocite
תפ_14810-04-16,תפ_42324-09-20,weapon,external_cocite
תפ_1956-04-21,תפ_27050-03-20,weapon,external_cocite
תפ_11953-01-13,תפ_19759-07-21,weapon,external_cocite
תפ_23532-07-18,תפ_69261-01-23,weapon,external_cocite
תפ_13478-06-19,תפח_4633-09-16,weapon,external_cocite
תפ_25300-02-13,תפ_29352-02-20,weapon,external_cocite
תפ_30433-06-22,תפ_5779-09-21,weapon,external_cocite
תפ_21139-04-17,תפ_38135-04-15,weapon,external_cocite
תפ_11740-01-22,תפ_9632-08-23,weapon,external_cocite
תפ_58206-07-18,תפ_99-01-18,weapon,external_cocite
תפ_59422-07-14,תפח_49705-06-20,weapon,external_cocite
תפ_28518-08-20,תפ_8152-10-22,weapon,external_cocite
תפ_10335-06-24,תפ_26164-01-21,weapon,external_cocite
תפ_24302-05-16,תפ_50556-08-17,weapon,external_cocite
תפ_28844-03-22,תפח_17865-11-21,weapon,external_cocite
תפ_18484-07-23,תפ_56677-02-23,weapon,external_cocite
תפ_33577-04-12,תפ_35702-02-13,weapon,external_cocite
תפ_30191-05-15,תפ_41271-08-14,weapon,external_cocite
תפ_32731-05-18,תפ_34344-01-15,weapon,external_cocite
תפ_68319-11-22,תפ_811-04-23,weapon,external_cocite
תפ_38883-05-22,תפ_57526-07-21,weapon,external_cocite
תפ_46183-11-15,תפ_58698-11-18,weapon,external_cocite
תפ_28659-02-14,תפ_29898-02-14,weapon,external_cocite
תפ_53860-09-14,תפ_58061-02-19,weapon,external_cocite
תפ_35121-09-22,תפ_4133-01-20,weapon,external_cocite
תפ_20360-09-13,תפ_29352-02-20,weapon,external_cocite
תפ_11843-03-20,תפ_5233-06,weapon,external_cocite
תפ_3884-10-23,תפ_4531-05-21,weapon,external_cocite
תפ_12615-11-21,תפ_57272-12-20,weapon,external_cocite
תפ_28845-04-22,תפ_54719-09-20,weapon,external_cocite
תפ_33605-10-21,תפ_41242-02-17,weapon,external_cocite
תפ_3537-01-23,תפ_63155-05-23,weapon,external_cocite
תפ_46546-02-21,תפח_72185-03-23,weapon,external_cocite
תפ_17030-02-22,תפ_62452-10-20,weapon,external_cocite
תפ_26565-12-20,תפ_4612-07-22,weapon,external_cocite
תפ_37188-06-23,תפ_7089-08-23,weapon,external_cocite
תפ_54083-05-20,תפ_56900-11-18,weapon,external_cocite
תפ_7074-11-23,תפ_7109-02-21,weapon,external_cocite
תפ_64119-05-21,תפ_8254-02-20,weapon,external_cocite
תפ_10300-06-20,תפ_38340-03-19,weapon,external_cocite
תפ_20068-10-22,תפ_43245-08-20,weapon,external_cocite
תפ_37387-04-18,תפ_59488-11-21,weapon,external_cocite
תפ_24548-06-13,תפ_8450-07-12,weapon,external_cocite
תפ_1294-04-22,תפ_51183-08-20,weapon,external_cocite
תפ_18397-02-16,תפ_3670-10-13,weapon,external_cocite
תפ_1316-04-19,תפ_40922-11-15,weapon,external_cocite
תפ_17393-10-17,תפ_51716-06-17,weapon,external_cocite
תפ_40932-03-18,תפ_522-05-17,weapon,external_cocite
תפ_46546-02-21,תפ_54664-10-22,weapon,external_cocite
תפ_4459-03-24,תפ_59260-03-16,weapon,external_cocite
תפ_17474-08-14,תפ_30191-05-15,weapon,external_cocite
תפ_46546-02-21,תפ_50334-03-20,weapon,external_cocite
תפ_26565-12-20,תפ_39941-11-19,weapon,external_cocite
תפ_12406-11-15,תפ_42991-05-16,weapon,external_cocite
תפ_5151-10-19,תפ_52848-09-22,weapon,external_cocite
תפ_18449-04-23,תפ_33605-10-21,weapon,external_cocite
תפ_12466-10-21,תפ_70373-03-23,weapon,external_cocite
תפ_24614-07-23,תפ_3068-11-15,weapon,external_cocite
תפ_10205-08-21,תפ_58852-03-21,weapon,external_cocite
תפ_12325-09-15,תפח_49705-06-20,weapon,external_cocite
תפ_18039-10-21,תפ_24822-01-21,weapon,external_cocite
תפ_65378-12-19,תפ_66150-06-22,weapon,external_cocite
תפ_23361-02-22,תפ_57707-05-20,weapon,external_cocite
תפ_17474-08-14,תפ_58701-01-20,weapon,external_cocite
תפ_16161-04-21,תפ_54337-05-21,weapon,external_cocite
תפ_48367-01-19,תפ_60788-01-19,weapon,external_cocite
תפ_32775-09-23,תפ_59003-05-24,weapon,external_cocite
תפ_37387-04-18,תפ_48435-02-17,weapon,external_cocite
תפ_45713-07-17,תפ_50148-01-14,weapon,external_cocite
תפ_31962-08-23,תפ_34737-09-21,weapon,external_cocite
תפ_16191-10-12,תפ_8192-08-15,weapon,external_cocite
תפ_22405-05-23,תפ_7597-05-20,weapon,external_cocite
תפ_21029-10-19,תפ_51183-08-20,weapon,external_cocite
תפ_16191-10-12,תפ_43643-10-15,weapon,external_cocite
תפ_15627-03-19,תפ_182-11-12,weapon,external_cocite
תפ_6961-02-22,תפח_10037-11-22,weapon,external_cocite
תפ_13270-02-20,תפ_63505-01-17,weapon,external_cocite
תפ_31872-04-12,תפ_69643-05-18,weapon,external_cocite
תפ_28744-03-21,תפ_54719-09-20,weapon,external_cocite
תפ_3531-12-13,תפח_20623-11-12,weapon,external_cocite
תפ_50330-07-18,תפ_522-05-17,weapon,external_cocite
תפ_26565-12-20,תפ_46916-07-22,weapon,external_cocite
תפ_31862-05-13,תפ_64941-05-17,weapon,external_cocite
תפ_10171-06-22,תפ_20387-03-23,weapon,external_cocite
תפ_12466-10-21,תפ_6968-02-22,weapon,external_cocite
תפ_44381-05-20,תפ_58698-11-18,weapon,external_cocite
תפ_24361-06-21,תפ_33726-11-21,weapon,external_cocite
תפ_16779-09-22,תפ_54719-09-20,weapon,external_cocite
תפ_13785-04-15,תפ_43643-10-15,weapon,external_cocite
תפ_41375-05-22,תפ_41599-03-22,weapon,external_cocite
תפ_16506-10-14,תפ_17919-01-15,weapon,external_cocite
תפ_15376-06-13,תפ_3748-08-23,weapon,external_cocite
תפ_3670-10-13,תפ_49212-08-19,weapon,external_cocite
תפ_16520-01-18,תפח_53498-02-20,weapon,external_cocite
תפ_22588-03-22,תפ_54418-06-19,weapon,external_cocite
תפ_26702-01-23,תפ_37919-02-23,weapon,external_cocite
תפ_38883-05-22,תפ_49405-04-24,weapon,external_cocite
תפ_14593-04-20,תפ_61759-02-19,weapon,external_cocite
תפ_3748-08-23,תפ_43643-10-15,weapon,external_cocite
תפ_30966-07-22,תפ_50998-03-23,weapon,external_cocite
תפ_398-09-16,תפ_9785-12-15,weapon,external_cocite
תפ_35121-09-22,תפ_59067-10-21,weapon,external_cocite
תפ_6852-03-21,תפ_70450-03-23,weapon,external_cocite
תפ_48621-05-22,תפ_53377-09-22,weapon,external_cocite
תפ_51296-08-21,תפ_68389-07-20,weapon,external_cocite
תפ_18557-10-21,תפ_32882-09-21,weapon,external_cocite
תפ_57270-05-13,תפ_58852-03-21,weapon,external_cocite
תפ_16506-10-14,תפ_3748-08-23,weapon,external_cocite
תפ_1578-04-13,תפ_29898-02-14,weapon,external_cocite
תפ_36111-05-22,תפ_54719-09-20,weapon,external_cocite
תפ_15376-06-13,תפ_4088-10-20,weapon,external_cocite
תפ_47766-07-12,תפ_6494-07-14,weapon,external_cocite
תפ_37175-07-20,תפ_59488-11-21,weapon,external_cocite
תפ_2101-10-19,תפ_70166-03-23,weapon,external_cocite
תפ_1631-01-22,תפ_66127-07-23,weapon,external_cocite
תפ_64581-08-23,תפ_67437-05-24,weapon,external_cocite
תפ_21813-09-16,תפ_59369-03-18,weapon,external_cocite
תפ_21813-09-16,תפ_28889-07-14,weapon,external_cocite
תפ_13177-04-21,תפ_25631-03-22,weapon,external_cocite
תפ_21696-04-20,תפ_32882-09-21,weapon,external_cocite
תפ_20307-05-20,תפ_56792-09-17,weapon,external_cocite
תפ_13154-01-18,תפ_38368-09-21,weapon,external_cocite
תפ_30867-06-22,תפ_8254-02-20,weapon,external_cocite
תפ_12540-12-18,תפ_24964-09-11,weapon,external_cocite
תפ_12154-12-14,תפ_59967-01-13,weapon,external_cocite
תפ_15842-11-20,תפ_27330-02-19,weapon,external_cocite
תפ_1294-04-22,תפ_40811-07-23,weapon,external_cocite
תפ_3884-10-23,תפ_53377-09-22,weapon,external_cocite
תפ_10171-06-22,תפ_16521-01-22,weapon,external_cocite
תפ_32339-12-19,תפ_52077-12-20,weapon,external_cocite
תפ_16752-10-20,תפ_4734-12-22,weapon,external_cocite
תפ_38550-12-23,תפ_63303-06-22,weapon,external_cocite
תפ_35326-09-23,תפ_51209-04-23,weapon,external_cocite
תפ_54640-06-24,תפ_67356-12-21,weapon,external_cocite
תפ_32882-09-21,תפ_4088-10-20,weapon,external_cocite
תפ_11042-06-20,תפ_69110-11-20,weapon,external_cocite
תפ_49294-07-20,תפ_68763-07-20,weapon,external_cocite
תפ_7860-01-13,תפח_33100-10-18,weapon,external_cocite
תפ_19130-12-21,תפ_29305-05-23,weapon,external_cocite
תפ_31872-04-12,תפ_34594-07-13,weapon,external_cocite
תפ_37083-11-14,תפ_60581-11-15,weapon,external_cocite
תפ_33618-03-17,תפ_37981-11-19,weapon,external_cocite
תפ_39850-07-16,תפ_63305-08-22,weapon,external_cocite
תפ_1847-05-14,תפ_5013-12,weapon,external_cocite
תפ_21459-01-16,תפח_4633-09-16,weapon,external_cocite
תפ_11167-01-23,תפ_36508-10-23,weapon,external_cocite
תפ_49294-07-20,תפ_64581-08-23,weapon,external_cocite
תפ_1178-06-21,תפ_25009-02-23,weapon,external_cocite
תפ_29620-01-23,תפ_65378-12-19,weapon,external_cocite
תפ_21064-04-23,תפ_41599-03-22,weapon,external_cocite
תפ_16129-03-22,תפ_50487-06-22,weapon,external_cocite
תפ_45098-05-24,תפ_56731-07-23,weapon,external_cocite
תפ_22526-02-21,תפ_6415-10-23,weapon,external_cocite
תפ_35473-12-21,תפ_54418-06-19,weapon,external_cocite
תפ_182-11-12,תפח_34337-05-11,weapon,external_cocite
תפ_48621-05-22,תפח_17865-11-21,weapon,external_cocite
תפ_395-05-17,תפ_4325-02-21,weapon,external_cocite
תפ_17856-11-21,תפ_37966-04-23,weapon,external_cocite
תפ_4029-07-24,תפ_9983-05-16,weapon,external_cocite
תפ_49990-03-13,תפ_56374-05-19,weapon,external_cocite
תפ_34737-09-21,תפ_6968-01-24,weapon,external_cocite
תפ_22709-12-21,תפ_38368-09-21,weapon,external_cocite
תפ_1094-05-15,תפ_30242-04-16,weapon,external_cocite
תפ_13864-11-15,תפ_27135-05-15,weapon,external_cocite
תפ_39800-09-18,תפ_42991-05-16,weapon,external_cocite
תפ_31498-01-16,תפ_53860-09-14,weapon,external_cocite
תפ_34594-07-13,תפ_57914-10-13,weapon,external_cocite
תפ_11740-01-22,תפ_1390-04-22,weapon,external_cocite
תפ_28659-02-14,תפ_41775-01-11,weapon,external_cocite
תפ_12615-11-21,תפ_50068-09-23,weapon,external_cocite
תפ_47548-07-15,תפ_58698-11-18,weapon,external_cocite
תפ_1509-03-12,תפ_40834-09-15,weapon,external_cocite
תפ_56328-06-22,תפ_58698-11-18,weapon,external_cocite
תפ_12376-10-18,תפ_28148-07-20,weapon,external_cocite
תפ_27277-01-15,תפ_41886-08-15,weapon,external_cocite
תפ_10300-06-20,תפ_38193-11-23,weapon,external_cocite
תפ_12325-09-15,תפ_27277-01-15,weapon,external_cocite
תפ_13154-01-18,תפ_22765-09-19,weapon,external_cocite
תפ_1219-06-23,תפ_19019-10-16,weapon,external_cocite
תפ_38687-04-20,תפ_5233-06,weapon,external_cocite
תפ_25009-02-23,תפ_978-02-24,weapon,external_cocite
תפ_21459-01-16,תפ_45761-05-17,weapon,external_cocite
תפ_395-05-17,תפ_41754-05-22,weapon,external_cocite
תפ_10524-05-18,תפ_30340-08-20,weapon,external_cocite
תפ_30617-02-22,תפ_67454-11-20,weapon,external_cocite
תפ_56073-05-18,תפ_70166-03-23,weapon,external_cocite
תפ_16760-09-22,תפ_34344-01-15,weapon,external_cocite
תפ_60805-07-19,תפ_69980-11-20,weapon,external_cocite
תפ_27277-01-15,תפ_7166-09-15,weapon,external_cocite
תפ_18094-06-24,תפ_54719-09-20,weapon,external_cocite
תפ_12035-06-20,תפ_36111-05-22,weapon,external_cocite
תפ_3531-12-13,תפ_45339-12-20,weapon,external_cocite
תפ_12028-05-22,תפ_52188-03-22,weapon,external_cocite
תפ_3197-06-22,תפ_43271-05-21,weapon,external_cocite
תפ_39535-03-13,תפ_52455-07-12,weapon,external_cocite
תפ_10174-01-23,תפ_37104-06-22,weapon,external_cocite
תפ_44725-12-14,תפח_12968-10-12,weapon,external_cocite
תפ_20068-10-22,תפ_63489-07-24,weapon,external_cocite
תפ_10838-04-23,תפ_46916-07-22,weapon,external_cocite
תפ_37188-06-23,תפ_70166-03-23,weapon,external_cocite
תפ_64303-01-22,תפ_8748-02-14,weapon,external_cocite
תפ_15387-01-21,תפ_24044-06-22,weapon,external_cocite
תפ_37047-07-20,תפ_52789-09-22,weapon,external_cocite
תפ_41728-10-23,תפ_51473-05-20,weapon,external_cocite
תפ_17839-04-22,תפ_45025-05-22,weapon,external_cocite
תפ_31218-10-14,תפ_52126-11-23,weapon,external_cocite
תפ_3013-04-18,תפ_56385-11-16,weapon,external_cocite
תפ_18039-10-21,תפ_50477-12-22,weapon,external_cocite
תפ_16543-05-16,תפ_54418-06-19,weapon,external_cocite
תפ_20997-02-24,תפ_45456-12-21,weapon,external_cocite
תפ_32637-10-10,תפ_50148-01-14,weapon,external_cocite
תפ_21064-04-23,תפ_8152-10-22,weapon,external_cocite
תפ_19269-08-24,תפ_25922-06-24,weapon,external_cocite
תפ_12104-01-19,תפ_65282-02-19,weapon,external_cocite
תפ_2312-01-21,תפ_52479-01-18,weapon,external_cocite
תפ_1139-06-23,תפ_28844-03-22,weapon,external_cocite
תפ_2510-07-19,תפ_50145-08-20,weapon,external_cocite
תפ_16752-10-20,תפ_4612-07-22,weapon,external_cocite
תפ_12603-05-23,תפ_62301-07-22,weapon,external_cocite
תפ_12791-05-20,תפ_18957-11-20,weapon,external_cocite
תפ_37175-07-20,תפ_54104-07-12,weapon,external_cocite
תפ_77446-12-20,תפח_34989-04-17,weapon,external_cocite
תפ_28715-03-22,תפ_34344-01-15,weapon,external_cocite
תפ_17573-10-22,תפ_66150-06-22,weapon,external_cocite
תפ_54444-04-22,תפ_9910-03-22,weapon,external_cocite
תפ_58698-11-18,תפ_68096-11-21,weapon,external_cocite
תפ_26549-09-21,תפ_33774-05-23,weapon,external_cocite
תפ_50998-03-23,תפ_7813-06-22,weapon,external_cocite
תפ_27050-03-20,תפ_33552-09-16,weapon,external_cocite
תפ_55670-06-17,תפח_17865-11-21,weapon,external_cocite
תפ_41522-05-18,תפ_60792-07-18,weapon,external_cocite
תפ_19424-11-15,תפ_5007-12,weapon,external_cocite
תפ_18300-11-18,תפ_57914-10-13,weapon,external_cocite
תפ_12791-05-20,תפ_3068-11-15,weapon,external_cocite
תפ_42324-09-20,תפ_53377-09-22,weapon,external_cocite
תפ_13632-08-17,תפ_21009-03-15,weapon,external_cocite
תפ_38193-11-23,תפ_4102-11-20,weapon,external_cocite
תפ_57996-05-20,תפ_64845-06-16,weapon,external_cocite
תפ_17916-05-19,תפ_22588-03-22,weapon,external_cocite
תפ_40240-09-12,תפ_45465-11-15,weapon,external_cocite
תפ_24361-06-21,תפ_41728-10-23,weapon,external_cocite
תפ_17573-10-22,תפ_52322-10-23,weapon,external_cocite
תפח_51122-01-13,תפח_63357-03-18,weapon,external_cocite
תפ_33605-10-21,תפ_8152-10-22,weapon,external_cocite
תפ_49021-11-21,תפ_65070-08-21,weapon,external_cocite
תפ_46737-07-22,תפ_54150-10-13,weapon,external_cocite
תפ_12540-12-18,תפ_5085-07-17,weapon,external_cocite
תפ_63328-04-21,תפ_70373-03-23,weapon,external_cocite
תפח_1161-08,תפח_28317-04-11,weapon,external_cocite
תפ_30242-04-16,תפ_52848-09-22,weapon,external_cocite
תפ_45713-07-17,תפ_52790-03-18,weapon,external_cocite
תפ_13270-02-20,תפ_64941-05-17,weapon,external_cocite
תפ_17707-04-14,תפ_58701-01-20,weapon,external_cocite
תפ_15376-06-13,תפ_32339-12-19,weapon,external_cocite
תפ_27619-07-22,תפ_59796-01-22,weapon,external_cocite
תפ_52515-03-20,תפ_54607-07-19,weapon,external_cocite
תפ_15209-10-23,תפ_20997-02-24,weapon,external_cocite
תפ_27277-01-15,תפ_8450-07-12,weapon,external_cocite
תפ_28332-02-21,תפ_39941-11-19,weapon,external_cocite
תפ_21029-10-19,תפ_56385-11-16,weapon,external_cocite
תפ_16191-10-12,תפ_33774-05-23,weapon,external_cocite
תפ_30242-04-16,תפ_51523-10-17,weapon,external_cocite
תפ_53339-09-22,תפ_63303-06-22,weapon,external_cocite
תפ_53860-09-14,תפ_741-01-16,weapon,external_cocite
תפ_26521-02-14,תפ_60581-11-15,weapon,external_cocite
תפ_17856-11-21,תפ_47870-03-22,weapon,external_cocite
תפ_4531-05-21,תפ_46546-02-21,weapon,external_cocite
תפ_22499-12-24,תפ_7813-06-22,weapon,external_cocite
תפ_24361-06-21,תפ_27986-11-22,weapon,external_cocite
תפ_11104-07-19,תפ_59369-03-18,weapon,external_cocite
תפ_39340-08-17,תפ_41407-10-15,weapon,external_cocite
תפ_44725-12-14,תפ_49376-08-17,weapon,external_cocite
תפ_26164-01-21,תפ_41967-08-17,weapon,external_cocite
תפ_57914-10-13,תפ_58773-08-21,weapon,external_cocite
תפ_10205-08-21,תפ_28148-07-20,weapon,external_cocite
תפ_11740-01-22,תפ_4133-01-20,weapon,external_cocite
תפ_15962-11-23,תפ_31270-05-24,weapon,external_cocite
תפ_17474-08-14,תפ_5007-12,weapon,external_cocite
תפ_1178-06-21,תפ_45561-07-21,weapon,external_cocite
תפ_12035-06-20,תפ_77446-12-20,weapon,external_cocite
תפ_47766-07-12,תפ_63505-01-17,weapon,external_cocite
תפ_46916-07-22,תפ_811-04-23,weapon,external_cocite
תפ_1158-05-20,תפ_19272-12-19,weapon,external_cocite
תפ_33726-11-21,תפ_3884-10-23,weapon,external_cocite
תפ_13270-02-20,תפ_44812-06-13,weapon,external_cocite
תפ_57474-07-15,תפח_8398-05-12,weapon,external_cocite
תפ_1294-04-22,תפ_46546-02-21,weapon,external_cocite
תפ_37255-05-23,תפ_5032-11-21,weapon,external_cocite
תפ_40056-02-22,תפ_50031-07-23,weapon,external_cocite
תפ_32308-03-24,תפ_37506-04-24,weapon,external_cocite
תפ_28787-04-22,תפ_52099-10-20,weapon,external_cocite
