cluster,label,n_member_names,n_reps,reps,cov_Hybrid-Manual,cov_Hybrid-Full,cov_GPT-Law,cov_GPT-Free,members
1010,משך_התקופה,1,1,GPT-Law,0,0,2,0,משך_התקופה
34,משקל_הסם_נטו_קג,2,1,GPT-Law,0,0,2,0,משקל_הסם_נטו_קג ; משקל_סך_הכל_קג
156,משקל חשיש (גרם),2,1,GPT-Free,0,0,0,2,משקל_חשיש_(גרם) ; משקל_חשיש_נוסף
564,משקל_כולל_גרם,2,1,GPT-Law,0,0,2,0,משקל_כולל_גרם ; משקל_כולל_הסם_בגרם
122,האם_נגרם_נזק_ממשי,2,1,GPT-Law,0,0,2,0,נגרם_נזק_ממשי ; נגרם_נזק_פיזי_מיידי
1258,נהיגה_ללא_רישיון,2,1,GPT-Law,0,0,2,0,נהיגה_ללא_רישיון ; נהיגה_ללא_רישיון_בתוקף
397,ניצול_חצרים_למטרה_אסורה,2,1,GPT-Law,0,0,2,0,ניצול_חצרים_למטרה_אסורה ; ניצול_חצרים_למטרה_פלילית
367,סוג החיבור החשמלי,2,1,Hybrid-Manual,2,0,0,0,סוג_החיבור_החשמלי ; סוג_חיבור_החשמל
91,סוגי_כלים,2,1,GPT-Law,0,0,2,0,סוגי_כלים ; סוגי_כלים_שנתפסו
112,סך הכנסות ממכירת הסם,2,1,Hybrid-Full,0,2,0,0,סך_הכנסות_ממכירת_הסם ; סך_הכנסות_ממכירת_סמים
394,סך כל כמות הסמים,2,1,Hybrid-Full,0,2,0,0,סך_כל_כמות_הסמים ; סך_כל_כמות_סמים_מסוג_חשיש
143,סכום גניבת חשמל,2,1,Hybrid-Full,0,2,0,0,סכום_גניבת_חשמל ; סכום_חשמל_שנגנב
349,סכום_כסף_מזומן_נתפס,2,1,GPT-Law,0,0,2,0,סכום_כסף_מזומן_נתפס ; סכום_כסף_מזומן_נתפס_ברכב
1430,סעיף העבירה,1,1,Hybrid-Manual,2,0,0,0,סעיף_העבירה
134,סעיפי עבירה,2,1,Hybrid-Manual,2,0,0,0,סעיפי_עבירה ; סעיפי_עבירה_נוספים
310,פרטי העבירה הנוספת,2,1,Hybrid-Full,0,2,0,0,פרטי_העבירה_הנוספת ; פרטי_עבירה_נוספת
490,פרטי חקירה,1,1,Hybrid-Full,0,2,0,0,פרטי_חקירה
909,קשר_לשותפים,1,1,GPT-Free,0,0,0,2,קשר_לשותפים
648,קשר עם סוכן,1,1,GPT-Free,0,0,0,2,קשר_עם_סוכן
337,רכב בשימוש,2,1,GPT-Free,0,0,0,2,רכב_בשימוש ; רכב_בשימוש_הנאשם
483,רכישת_כרטיס_טיסה,2,1,GPT-Free,0,0,0,2,רכישת_כרטיס_טיסה ; רכישת_כרטיסי_טיסה
172,שווי_החשמל_הגנוב_בשקלים,2,1,GPT-Law,0,0,2,0,שווי_החשמל_הגנוב_בשקלים ; שווי_החשמל_שניטל_בשקלים
470,שיטת גידול,1,1,GPT-Free,0,0,0,2,שיטת_גידול
203,שיטת_הסחר,2,1,GPT-Law,0,0,2,0,שיטת_הסחר ; שיטת_סחר
581,שכירות_המקום,1,1,GPT-Law,0,0,2,0,שכירות_המקום
678,שלב_התפיסה,1,1,GPT-Law,0,0,2,0,שלב_התפיסה
567,שלבי גידול,1,1,GPT-Free,0,0,0,2,שלבי_גידול
240,תאריך ביצוע העבירה,2,1,GPT-Free,0,0,0,2,תאריך_ביצוע_העבירה ; תאריך_ביצוע_עבירת_תעבורה
252,תאריך_היבוא,1,1,GPT-Free,0,0,0,2,תאריך_היבוא
467,תאריך הקמת המעבדה,1,1,Hybrid-Full,0,2,0,0,תאריך_הקמת_המעבדה
194,תאריך התחלת הפעילות,2,1,Hybrid-Manual,2,0,0,0,תאריך_התחלת_הפעילות ; תאריך_סיום_הפעילות
1004,תמורה_כספית_עסקה_ראשונה,2,1,GPT-Free,0,0,0,2,תמורה_כספית_עסקה_ראשונה ; תמורה_עסקה_ראשונה
702,תמורה_כספית_עסקה_שנייה,2,1,GPT-Free,0,0,0,2,תמורה_כספית_עסקה_שנייה ; תמורה_עסקה_שנייה
457,תקופת_העבירה_בחודשים,1,1,GPT-Law,0,0,2,0,תקופת_העבירה_בחודשים
732,תקופת העסקאות,1,1,Hybrid-Full,0,2,0,0,תקופת_העסקאות
773,אופי המעורבות,1,1,GPT-Free,0,0,0,1,אופי_המעורבות
1090,אופי_המעשה,1,1,GPT-Law,0,0,1,0,אופי_המעשה
1155,אופי הסם,1,1,GPT-Free,0,0,0,1,אופי_הסם
929,אופי הסמים,1,1,GPT-Free,0,0,0,1,אופי_הסמים
1287,אופי_הקניה,1,1,GPT-Free,0,0,0,1,אופי_הקניה
1409,אופי_הקשר_הפלילי,1,1,GPT-Law,0,0,1,0,אופי_הקשר_הפלילי
1228,אופן_ביצוע_העבירה,1,1,GPT-Free,0,0,0,1,אופן_ביצוע_העבירה
959,אופן_הבריחה,1,1,GPT-Free,0,0,0,1,אופן_הבריחה
1411,אופן_הגילוי,1,1,GPT-Law,0,0,1,0,אופן_הגילוי
1437,אופן החזקת הסמים,1,1,Hybrid-Full,0,1,0,0,אופן_החזקת_הסמים
1271,אופן_החשיפה,1,1,GPT-Free,0,0,0,1,אופן_החשיפה
1111,אופן_הימלטות,1,1,GPT-Law,0,0,1,0,אופן_הימלטות
845,אופן_המעבר_במכס,1,1,GPT-Free,0,0,0,1,אופן_המעבר_במכס
1064,אופן_המעבר_בנתבג,1,1,GPT-Law,0,0,1,0,אופן_המעבר_בנתבג
1328,אופן_המעצר,1,1,GPT-Free,0,0,0,1,אופן_המעצר
1397,אופן_המעקב,1,1,GPT-Free,0,0,0,1,אופן_המעקב
225,אופן_הסלקת_הסם_עסקה_1,2,1,GPT-Law,0,0,1,0,אופן_הסלקת_הסם_עסקה_1 ; אופן_הסלקת_הסם_עסקה_2
1041,אופן_הסתרה_סמים,1,1,GPT-Law,0,0,1,0,אופן_הסתרה_סמים
1327,אופן_הפניה,1,1,GPT-Law,0,0,1,0,אופן_הפניה
1384,אופן_הפעלת_המעבדה,1,1,GPT-Law,0,0,1,0,אופן_הפעלת_המעבדה
943,אופן הצריכה המתוכנן,1,1,GPT-Free,0,0,0,1,אופן_הצריכה_המתוכנן
1481,אופן השגת חשמל,1,1,GPT-Free,0,0,0,1,אופן_השגת_חשמל
926,אופן_התיאום,1,1,GPT-Law,0,0,1,0,אופן_התיאום
1292,אופן התשלום לטיסה,1,1,Hybrid-Manual,1,0,0,0,אופן_התשלום_לטיסה
1167,אופן חיבור לחשמל,1,1,GPT-Free,0,0,0,1,אופן_חיבור_לחשמל
850,אופן יצירת הקשר,1,1,GPT-Free,0,0,0,1,אופן_יצירת_הקשר
421,אופן מסירת הסם,2,1,GPT-Free,0,0,0,1,אופן_מסירת_הסם ; אופן_תפיסת_הסם
1023,אופן קבלת הרכוש הגנוב,1,1,GPT-Free,0,0,0,1,אופן_קבלת_הרכוש_הגנוב
1279,אזור גיאוגרפי,1,1,GPT-Free,0,0,0,1,אזור_גיאוגרפי
971,אטימת_חלונות_ופתחי_דירה,1,1,GPT-Law,0,0,1,0,אטימת_חלונות_ופתחי_דירה
1127,אימות_זהות_הקונים,1,1,GPT-Free,0,0,0,1,אימות_זהות_הקונים
412,אישום_1_אמצעי_תקשורת,2,1,GPT-Law,0,0,1,0,אישום_1_אמצעי_תקשורת ; אישום_2_אמצעי_תקשורת
205,אישום_1_כמות_קג,2,1,GPT-Law,0,0,1,0,אישום_1_כמות_קג ; אישום_2_כמות_קג
326,אישום_1_מקום_ביצוע,2,1,GPT-Law,0,0,1,0,אישום_1_מקום_ביצוע ; אישום_2_מקום_ביצוע
617,אישום_1_שלבי_ביצוע,2,1,GPT-Law,0,0,1,0,אישום_1_שלבי_ביצוע ; אישום_2_שלבי_ביצוע
473,אישום_1_תמורה_שקל,2,1,GPT-Law,0,0,1,0,אישום_1_תמורה_שקל ; אישום_2_תמורה_שקל
947,אישום_2_זהות_האחר,1,1,GPT-Law,0,0,1,0,אישום_2_זהות_האחר
779,אישום_2_נוכחות_קטינה,1,1,GPT-Law,0,0,1,0,אישום_2_נוכחות_קטינה
434,אישום_ראשון_אופן_מסירה,4,1,GPT-Free,0,0,0,1,אישום_ראשון_אופן_מסירה ; אישום_ראשון_מקום_מסירה ; אישום_שני_אופן_מסירה ; אישום_שני_מקום_מסירה
730,אישום_ראשון_אופן_קשר,2,1,GPT-Free,0,0,0,1,אישום_ראשון_אופן_קשר ; אישום_שני_אופן_קשר
292,אישום_ראשון_כמות_סם,2,1,GPT-Free,0,0,0,1,אישום_ראשון_כמות_סם ; אישום_שני_כמות_סם
590,אישום_ראשון_תמורה_כספית,2,1,GPT-Free,0,0,0,1,אישום_ראשון_תמורה_כספית ; אישום_שני_תמורה_כספית
500,אישום שביעי - אופן הביצוע,3,1,GPT-Free,0,0,0,1,אישום_שביעי_אופן_הביצוע ; אישום_שלושים_ואחד_אופן_הביצוע ; אישום_שלישי_אופן_הביצוע
196,אישום שביעי - מיקום,3,1,GPT-Free,0,0,0,1,אישום_שביעי_מיקום ; אישום_שלושים_ואחד_מיקום ; אישום_שלישי_מיקום
365,אישום שביעי - משקל סם,3,1,GPT-Free,0,0,0,1,אישום_שביעי_משקל_סם ; אישום_שלושים_ואחד_משקל_סם ; אישום_שלישי_משקל_סם
426,אישום שביעי - סוג סם,3,1,GPT-Free,0,0,0,1,אישום_שביעי_סוג_סם ; אישום_שלושים_ואחד_סוג_סם ; אישום_שלישי_סוג_סם
717,אישום שביעי - סכום כסף,2,1,GPT-Free,0,0,0,1,אישום_שביעי_סכום_כסף ; אישום_שלישי_סכום_כסף
1021,אישום_שני_סוג_סיוע,1,1,GPT-Free,0,0,0,1,אישום_שני_סוג_סיוע
1263,אמצעי אחסון סמים,1,1,GPT-Free,0,0,0,1,אמצעי_אחסון_סמים
1103,אמצעי_ביצוע,1,1,GPT-Law,0,0,1,0,אמצעי_ביצוע
1197,אמצעי_המחשה_אישום_2,1,1,GPT-Free,0,0,0,1,אמצעי_המחשה_אישום_2
1189,אמצעי_הסוואה,1,1,GPT-Law,0,0,1,0,אמצעי_הסוואה
1068,אמצעי_הצפנה,1,1,GPT-Law,0,0,1,0,אמצעי_הצפנה
1066,אמצעי_זהירות_וזיהוי,1,1,GPT-Law,0,0,1,0,אמצעי_זהירות_וזיהוי
1225,אמצעי זיהוי ואימות,1,1,GPT-Free,0,0,0,1,אמצעי_זיהוי_ואימות
989,אמצעי_טכנולוגי_שימושי,1,1,GPT-Law,0,0,1,0,אמצעי_טכנולוגי_שימושי
1139,אמצעי_שילוח,1,1,GPT-Free,0,0,0,1,אמצעי_שילוח
962,אמצעי תחבורה של נאשם 2,1,1,Hybrid-Full,0,1,0,0,אמצעי_תחבורה_של_נאשם_2
923,אמצעי תיווך,1,1,GPT-Free,0,0,0,1,אמצעי_תיווך
1261,אמצעי תקשורת לביצוע העבירות,1,1,GPT-Free,0,0,0,1,אמצעי_תקשורת_לביצוע_העבירות
1341,אמצעי תקשורת לעסקת סמים,1,1,GPT-Free,0,0,0,1,אמצעי_תקשורת_לעסקת_סמים
1016,אמצעי_תקשורת_לתיאום,1,1,GPT-Law,0,0,1,0,אמצעי_תקשורת_לתיאום
1184,אמצעי תקשורת ששימש,1,1,GPT-Free,0,0,0,1,אמצעי_תקשורת_ששימש
792,אמצעי_תשלום_בסחר,1,1,GPT-Law,0,0,1,0,אמצעי_תשלום_בסחר
1045,אמצעים לגידול,1,1,GPT-Free,0,0,0,1,אמצעים_לגידול
928,אמצעים_לייצור,1,1,GPT-Free,0,0,0,1,אמצעים_לייצור
1133,ארגון ותכנון מוקדם,1,1,GPT-Free,0,0,0,1,ארגון_ותכנון_מוקדם
1118,אריזת הסם,1,1,GPT-Free,0,0,0,1,אריזת_הסם
747,אריזת הסמים,1,1,Hybrid-Full,0,1,0,0,אריזת_הסמים
1067,האם_בוצע_באופן_שיטתי,1,1,GPT-Law,0,0,1,0,בוצע_באופן_שיטתי
1326,האם_בוצע_במוסד_חינוכי,1,1,GPT-Law,0,0,1,0,בוצע_במוסד_חינוכי
1126,האם_בוצע_במסגרת_קשר_פלילי,1,1,GPT-Law,0,0,1,0,בוצע_במסגרת_קשר_פלילי
1108,האם_בוצע_במספר_מקומות,1,1,GPT-Law,0,0,1,0,בוצע_במספר_מקומות
1303,האם_בוצע_ברכב,1,1,GPT-Law,0,0,1,0,בוצע_ברכב
1029,האם בוצע גידול והחזקה ללא היתר,1,1,GPT-Free,0,0,0,1,בוצע_גידול_והחזקה_ללא_היתר
1338,האם בוצע גידול סם,1,1,GPT-Free,0,0,0,1,בוצע_גידול_סם
812,האם_בוצע_הסלקה,1,1,GPT-Law,0,0,1,0,בוצע_הסלקה
1354,האם_בוצע_הסתרת_זהות,1,1,GPT-Law,0,0,1,0,בוצע_הסתרת_זהות
1274,האם_בוצע_חיבור_חשמל_פיראטי,1,1,GPT-Law,0,0,1,0,בוצע_חיבור_חשמל_פיראטי
997,האם בוצע חיפוש בצו,1,1,GPT-Free,0,0,0,1,בוצע_חיפוש_בצו
918,האם_בוצע_למטרת_סחר,1,1,GPT-Law,0,0,1,0,בוצע_למטרת_סחר
1395,האם בוצע מעצר מיד לאחר עסקה,1,1,GPT-Free,0,0,0,1,בוצע_מעצר_מיד_לאחר_עסקה
1117,האם_בוצע_מעקף_חשמל,1,1,GPT-Law,0,0,1,0,בוצע_מעקף_חשמל
771,האם בוצע משא ומתן,1,1,GPT-Free,0,0,0,1,בוצע_משא_ומתן
919,האם_בוצע_ניסיון_ייבוא,1,1,GPT-Law,0,0,1,0,בוצע_ניסיון_ייבוא
842,האם_בוצע_ניסיון_להשמיד_ראיה,1,1,GPT-Law,0,0,1,0,בוצע_ניסיון_להשמיד_ראיה
1217,האם_בוצע_ניסיון_עסקה,1,1,GPT-Law,0,0,1,0,בוצע_ניסיון_עסקה
1047,האם_בוצע_ניצול_מעמד_או_כוח,1,1,GPT-Law,0,0,1,0,בוצע_ניצול_מעמד_או_כוח
1136,האם_בוצע_סחר_בסמים,1,1,GPT-Law,0,0,1,0,בוצע_סחר_בסמים
1394,האם_בוצע_שימוש_באדם_במצוקה,1,1,GPT-Law,0,0,1,0,בוצע_שימוש_באדם_במצוקה
1205,האם_בוצע_שימוש_בחברת_משלוחים,1,1,GPT-Law,0,0,1,0,בוצע_שימוש_בחברת_משלוחים
1286,האם_בוצע_שימוש_בכמה_אנשים,1,1,GPT-Law,0,0,1,0,בוצע_שימוש_בכמה_אנשים
1442,האם_בוצע_שימוש_במסמכים_מזויפים,1,1,GPT-Law,0,0,1,0,בוצע_שימוש_במסמכים_מזויפים
1054,האם_בוצע_שימוש_בנקודת_איסוף,1,1,GPT-Law,0,0,1,0,בוצע_שימוש_בנקודת_איסוף
1216,האם_בוצע_שימוש_בפרטי_אדם_אחר_ללא_ידיעתו,1,1,GPT-Law,0,0,1,0,בוצע_שימוש_בפרטי_אדם_אחר_ללא_ידיעתו
805,האם_בוצע_שימוש_בקטין_או_צעיר,1,1,GPT-Law,0,0,1,0,בוצע_שימוש_בקטין_או_צעיר
1444,האם_בוצע_שימוש_בתעודה_מזהה_של_אחר,1,1,GPT-Law,0,0,1,0,בוצע_שימוש_בתעודה_מזהה_של_אחר
1180,האם_בוצע_תיאום_טלפוני,1,1,GPT-Free,0,0,0,1,בוצע_תיאום_טלפוני
1441,האם בוצע תיאום מראש,1,1,GPT-Free,0,0,0,1,בוצע_תיאום_מראש
1113,האם בוצע תיעוד דיגיטלי,1,1,GPT-Free,0,0,0,1,בוצע_תיעוד_דיגיטלי
1015,האם_בוצעה_אכזריות_או_ניצול_קורבן,1,1,GPT-Law,0,0,1,0,בוצעה_אכזריות_או_ניצול_קורבן
1070,האם בוצעה החזקה של כלים להכנת סם,1,1,GPT-Free,0,0,0,1,בוצעה_החזקה_של_כלים_להכנת_סם
932,האם_בוצעה_הכשרת_מקום_לגידול,1,1,GPT-Law,0,0,1,0,בוצעה_הכשרת_מקום_לגידול
937,האם_בוצעה_התחזות,1,1,GPT-Law,0,0,1,0,בוצעה_התחזות
1215,האם_בוצעה_מסירה_מבוקרת,1,1,GPT-Law,0,0,1,0,בוצעה_מסירה_מבוקרת
1138,האם_בוצעה_מסירת_סם_לסוכן_משטרתי,1,1,GPT-Law,0,0,1,0,בוצעה_מסירת_סם_לסוכן_משטרתי
760,האם בוצעה עבירה נלווית,1,1,GPT-Free,0,0,0,1,בוצעה_עבירה_נלווית
1119,האם_בוצעה_עסקת_מכר,1,1,GPT-Law,0,0,1,0,בוצעה_עסקת_מכר
1371,האם_בוצעה_קבלת_דבר_במרמה,1,1,GPT-Law,0,0,1,0,בוצעה_קבלת_דבר_במרמה
1425,בעלות_על_המקום,1,1,GPT-Law,0,0,1,0,בעלות_על_המקום
1349,בעלות על המתחם,1,1,GPT-Free,0,0,0,1,בעלות_על_המתחם
977,גיל_הקטין,1,1,GPT-Law,0,0,1,0,גיל_הקטין
1043,דמי שכירות חודשיים,1,1,Hybrid-Full,0,1,0,0,דמי_שכירות_חודשיים
1193,דמי_תיווך_עסקה_שניה_שקלים,1,1,GPT-Law,0,0,1,0,דמי_תיווך_עסקה_שניה_שקלים
1373,הודאה בעובדות כתב האישום,1,1,Hybrid-Full,0,1,0,0,הודאה_בעובדות_כתב_האישום
944,האם_הודה,1,1,GPT-Law,0,0,1,0,הודה
422,הודעות זמניות,1,1,Hybrid-Manual,1,0,0,0,הודעות_זמניות
1087,הודעות טלגרם,1,1,Hybrid-Manual,1,0,0,0,הודעות_טלגרם
835,הונאה בשכירות,1,1,Hybrid-Full,0,1,0,0,הונאה_בשכירות
1340,האם_הוסלק_הסם,1,1,GPT-Law,0,0,1,0,הוסלק_הסם
1375,האם_הוסלקו_פריטים_נוספים_בחבילה,1,1,GPT-Free,0,0,0,1,הוסלקו_פריטים_נוספים_בחבילה
1413,האם_הוסתרה_הכניסה,1,1,GPT-Law,0,0,1,0,הוסתרה_הכניסה
903,האם_הופעלה_סירנה_וכריזה,1,1,GPT-Free,0,0,0,1,הופעלה_סירנה_וכריזה
1048,הוראות_מראש,1,1,GPT-Free,0,0,0,1,הוראות_מראש
1295,האם_הושלכו_סמים_במהלך_הבריחה,1,1,GPT-Law,0,0,1,0,הושלכו_סמים_במהלך_הבריחה
1223,האם_הושקע_כסף_בהקמה,1,1,GPT-Law,0,0,1,0,הושקע_כסף_בהקמה
1183,האם_הותקנו_מערכות_תומכות,1,1,GPT-Law,0,0,1,0,הותקנו_מערכות_תומכות
1159,האם_החזיק_בעלי_קנבוס_מיובשים,1,1,GPT-Law,0,0,1,0,החזיק_בעלי_קנבוס_מיובשים
833,האם_החזיק_נכס_חשוד_כגנוב,1,1,GPT-Law,0,0,1,0,החזיק_נכס_חשוד_כגנוב
1477,האם_החזיק_סכין,1,1,GPT-Law,0,0,1,0,החזיק_סכין
1347,האם_החזיק_סמים_בחלוקה_ליחידות,1,1,GPT-Law,0,0,1,0,החזיק_סמים_בחלוקה_ליחידות
1427,האם_החזיקה_כסף_מזומן,1,1,GPT-Law,0,0,1,0,החזיקה_כסף_מזומן
819,האם_החזיקה_סמים_לסחר,1,1,GPT-Law,0,0,1,0,החזיקה_סמים_לסחר
984,החזקה בכרטיסי סים,1,1,GPT-Free,0,0,0,1,החזקה_בכרטיסי_סים
1233,האם_החזקה_במחסן,1,1,GPT-Law,0,0,1,0,החזקה_במחסן
1333,החזקה_במספר_מיקומים_בדירה,1,1,GPT-Free,0,0,0,1,החזקה_במספר_מיקומים_בדירה
1039,האם_החזקה_במספר_מקומות,1,1,GPT-Law,0,0,1,0,החזקה_במספר_מקומות
1037,האם_החזקה_במקום_מגורים,1,1,GPT-Law,0,0,1,0,החזקה_במקום_מגורים
965,האם_החזקה_בצוותא,1,1,GPT-Law,0,0,1,0,החזקה_בצוותא
891,האם_החזקה_הייתה_ברישיון,1,1,GPT-Law,0,0,1,0,החזקה_הייתה_ברישיון
849,החזקה_ושימוש_בכלים,1,1,GPT-Law,0,0,1,0,החזקה_ושימוש_בכלים
1221,האם_החזקה_למטרה_כשרה,1,1,GPT-Law,0,0,1,0,החזקה_למטרה_כשרה
1226,החזקה_לשימוש_עצמי,1,1,GPT-Law,0,0,1,0,החזקה_לשימוש_עצמי
1055,האם_החזקה_של_סוגי_סמים_שונים,1,1,GPT-Law,0,0,1,0,החזקה_של_סוגי_סמים_שונים
1367,האם_החזקה_של_פנקס_תיעוד,1,1,GPT-Law,0,0,1,0,החזקה_של_פנקס_תיעוד
816,האם_החזקה_של_ציוד_גידול,1,1,GPT-Law,0,0,1,0,החזקה_של_ציוד_גידול
804,החזקת כלים לגידול סם,1,1,GPT-Free,0,0,0,1,החזקת_כלים_לגידול_סם
757,החזקת_משקל_אלקטרוני,1,1,GPT-Law,0,0,1,0,החזקת_משקל_אלקטרוני
1485,החזקת סכין,1,1,GPT-Free,0,0,0,1,החזקת_סכין
941,החזקת_סם_בבית,1,1,GPT-Free,0,0,0,1,החזקת_סם_בבית
116,החזקת סם לצריכה עצמית - אירוע ראשון,2,1,GPT-Free,0,0,0,1,החזקת_סם_לצריכה_עצמית_אירוע_ראשון ; החזקת_סם_לצריכה_עצמית_אירוע_שני
954,החזקת_סמים_בכמות_מסחרית,1,1,GPT-Law,0,0,1,0,החזקת_סמים_בכמות_מסחרית
1199,החזקת ציוד להכנת/צריכת סמים,1,1,GPT-Free,0,0,0,1,החזקת_ציוד_להכנת/צריכת_סמים
852,האם_היה_גורם_חיצוני_מעורב,1,1,GPT-Law,0,0,1,0,היה_גורם_חיצוני_מעורב
1264,האם_היה_הסדר_טיעון,1,1,GPT-Law,0,0,1,0,היה_הסדר_טיעון
895,האם_היה_מניע_כלכלי,1,1,GPT-Law,0,0,1,0,היה_מניע_כלכלי
1165,האם_היה_מעקב_משטרתי,1,1,GPT-Law,0,0,1,0,היה_מעקב_משטרתי
865,האם_היה_נזק_רכושי,1,1,GPT-Law,0,0,1,0,היה_נזק_רכושי
1463,האם_היה_ניסיון_להסוות_את_המשלוח,1,1,GPT-Law,0,0,1,0,היה_ניסיון_להסוות_את_המשלוח
911,האם_היה_ניסיון_להתחמק_מגורמי_אכיפה,1,1,GPT-Law,0,0,1,0,היה_ניסיון_להתחמק_מגורמי_אכיפה
1222,האם_היה_ניצול_יחסים,1,1,GPT-Law,0,0,1,0,היה_ניצול_יחסים
1083,האם_היה_ניצול_קטין,1,1,GPT-Law,0,0,1,0,היה_ניצול_קטין
1229,האם_היה_ניצול_של_אחר,1,1,GPT-Law,0,0,1,0,היה_ניצול_של_אחר
1480,האם_היה_קרוב_לסייג_פלילי,1,1,GPT-Law,0,0,1,0,היה_קרוב_לסייג_פלילי
643,האם_היה_רישיון,1,1,GPT-Law,0,0,1,0,היה_רישיון
471,האם היה שותף נוסף,1,1,GPT-Free,0,0,0,1,היה_שותף_נוסף
1185,האם_היה_שימוש_בכוח_או_אלימות,1,1,GPT-Law,0,0,1,0,היה_שימוש_בכוח_או_אלימות
1445,האם_היה_שימוש_בכלי_תקשורת,1,1,GPT-Law,0,0,1,0,היה_שימוש_בכלי_תקשורת
931,האם_היה_שימוש_במסמכים_אישיים_של_אחר,1,1,GPT-Law,0,0,1,0,היה_שימוש_במסמכים_אישיים_של_אחר
1147,האם_היה_שימוש_בקטינים,1,1,GPT-Law,0,0,1,0,היה_שימוש_בקטינים
1056,האם היו ניסיונות שלא צלחו,1,1,GPT-Free,0,0,0,1,היו_ניסיונות_שלא_צלחו
1335,האם_היו_נסיבות_מחמירות_לפי_החוק,1,1,GPT-Law,0,0,1,0,היו_נסיבות_מחמירות_לפי_החוק
848,האם_היו_סיבות_מיוחדות_לביצוע,1,1,GPT-Law,0,0,1,0,היו_סיבות_מיוחדות_לביצוע
1355,האם_היו_קטינים_במקום,1,1,GPT-Law,0,0,1,0,היו_קטינים_במקום
1024,האם_היו_שוטרים_מעורבים,1,1,GPT-Free,0,0,0,1,היו_שוטרים_מעורבים
1289,האם_הייתה_הבטחת_תגמול_למעורב_נוסף,1,1,GPT-Law,0,0,1,0,הייתה_הבטחת_תגמול_למעורב_נוסף
994,האם_הייתה_הבנה_של_המעשה,1,1,GPT-Law,0,0,1,0,הייתה_הבנה_של_המעשה
1235,האם_הייתה_הדחת_קטין,1,1,GPT-Law,0,0,1,0,הייתה_הדחת_קטין
748,האם_הייתה_הודאה,1,1,GPT-Law,0,0,1,0,הייתה_הודאה
1152,האם_הייתה_החזקה_או_שימוש_עצמי,1,1,GPT-Law,0,0,1,0,הייתה_החזקה_או_שימוש_עצמי
1304,האם_הייתה_החזקה_בדירה_מושכרת,1,1,GPT-Law,0,0,1,0,הייתה_החזקה_בדירה_מושכרת
1099,האם_הייתה_החזקה_בתיק_נפרד,1,1,GPT-Law,0,0,1,0,הייתה_החזקה_בתיק_נפרד
1030,האם_הייתה_הסכמה_לעונש,1,1,GPT-Law,0,0,1,0,הייתה_הסכמה_לעונש
818,האם_הייתה_הסכמה_מוקדמת_לעסקה,1,1,GPT-Law,0,0,1,0,הייתה_הסכמה_מוקדמת_לעסקה
840,האם_הייתה_הסתרת_סם_לצורך_מסירה,1,1,GPT-Law,0,0,1,0,הייתה_הסתרת_סם_לצורך_מסירה
930,האם_הייתה_העברת_כסף_במקום_מוסתר,1,1,GPT-Law,0,0,1,0,הייתה_העברת_כסף_במקום_מוסתר
1350,האם_הייתה_העברת_מידע_במסרונים,1,1,GPT-Law,0,0,1,0,הייתה_העברת_מידע_במסרונים
1302,האם_הייתה_העברת_מידע_בשיחת_וידאו,1,1,GPT-Law,0,0,1,0,הייתה_העברת_מידע_בשיחת_וידאו
318,האם_הייתה_העברת_סם_במקום_פרטי,2,1,GPT-Law,0,0,1,0,הייתה_העברת_סם_במקום_פרטי ; הייתה_העברת_סם_במקום_ציבורי
1454,האם_הייתה_העברת_סמים_באופן_פיזי,1,1,GPT-Law,0,0,1,0,הייתה_העברת_סמים_באופן_פיזי
93,האם_הייתה_העברת_סמים_באמצעות_שליח,2,1,GPT-Law,0,0,1,0,הייתה_העברת_סמים_באמצעות_שליח ; הייתה_העברת_סמים_בתמורה_לכסף
1240,האם_הייתה_העברת_סמים_במקומות_ציבוריים,1,1,GPT-Law,0,0,1,0,הייתה_העברת_סמים_במקומות_ציבוריים
1034,האם_הייתה_העברת_סמים_בקרבת_בית_ספר,1,1,GPT-Law,0,0,1,0,הייתה_העברת_סמים_בקרבת_בית_ספר
1301,האם_הייתה_העברת_סמים_לסוכן_משטרתי,1,1,GPT-Law,0,0,1,0,הייתה_העברת_סמים_לסוכן_משטרתי
1429,האם_הייתה_הפצה_לציבור,1,1,GPT-Law,0,0,1,0,הייתה_הפצה_לציבור
768,האם_הייתה_הצגת_סם_ללקוח_לפני_העסקה,1,1,GPT-Law,0,0,1,0,הייתה_הצגת_סם_ללקוח_לפני_העסקה
963,האם_הייתה_הצעה_אקטיבית_של_הנאשם,1,1,GPT-Law,0,0,1,0,הייתה_הצעה_אקטיבית_של_הנאשם
1075,האם_הייתה_הצעה_ליבוא_מטעם_אחר,1,1,GPT-Law,0,0,1,0,הייתה_הצעה_ליבוא_מטעם_אחר
464,האם_הייתה_הצעת_סמים_בכמות_גדולה_שלא_הושלמה,1,1,GPT-Law,0,0,1,0,הייתה_הצעת_סמים_בכמות_גדולה_שלא_הושלמה
1446,האם_הייתה_התגרות_או_התעללות,1,1,GPT-Law,0,0,1,0,הייתה_התגרות_או_התעללות
1479,האם_הייתה_התנגדות_לשוטרים,1,1,GPT-Law,0,0,1,0,הייתה_התנגדות_לשוטרים
1272,האם_הייתה_חלוקה_ליחידות_מכירה,1,1,GPT-Law,0,0,1,0,הייתה_חלוקה_ליחידות_מכירה
